timestamp,cpu_percent,cpu_count,cpu_freq_current,load_avg_1min,load_avg_5min,load_avg_15min,memory_total_gb,memory_used_gb,memory_percent,memory_available_gb,swap_total_gb,swap_used_gb,swap_percent,disk_read_mb,disk_write_mb,network_sent_mb,network_recv_mb,process_count,context_switches,interrupts
1757614829.447797,0.0,16,1520.0,0,0,0,15.730522155761719,10.944141387939453,69.6,4.786380767822266,7.75,0.11600494384765625,1.5,11629.9453125,6569.03759765625,26.556827545166016,402.24738216400146,299,49144455,27609061
1757614835.7648275,10.3,16,1520.0,0,0,0,15.730522155761719,10.905982971191406,69.3,4.8245391845703125,7.75,0.11600494384765625,1.5,11629.9453125,6569.17041015625,26.557608604431152,402.4462413787842,298,49207079,27660420
1757614842.55405,11.0,16,1520.0,0,0,0,15.730522155761719,10.895072937011719,69.3,4.83544921875,7.75,0.11600494384765625,1.5,11629.94921875,6569.70947265625,26.557743072509766,402.5344009399414,298,49296764,27716449
1757614848.7317252,7.9,16,1520.0,0,0,0,15.730522155761719,10.886146545410156,69.2,4.8443756103515625,7.75,0.11600494384765625,1.5,11629.94921875,6570.32275390625,26.55813217163086,402.6081323623657,297,49343654,27753060
1757614854.9769597,7.4,16,1520.0,0,0,0,15.730522155761719,10.883522033691406,69.2,4.8470001220703125,7.75,0.11600494384765625,1.5,11629.94921875,6570.61572265625,26.558266639709473,402.70129108428955,297,49391527,27789684
